,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,League
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,
Lucas Da Cunha,fr FRA,MF,Como,23-072,2001,1,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Thijs Dallinga,nl NED,FW,Bologna,24-017,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.42,0.00,0.42,Matches,Serie A
Matteo Darmian,it ITA,DF,Inter,34-262,1989,1,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Juan David Cabal,co COL,DF,Juventus,23-225,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,1,3,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,Serie A
Keinan Davis,eng ENG,FW,Udinese,26-189,1998,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Paweł Dawidowicz,pl POL,DF,Hellas Verona,29-092,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Charles De Ketelaere,be BEL,FW,Atalanta,23-163,2001,1,1,68,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,3,8,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.28,0.28,0.28,Matches,Serie A
Koni De Winter,be BEL,DF,Genoa,22-069,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Alessandro Deiola,it ITA,MF,Cagliari,29-019,1995,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,Serie A
Fisayo Dele-Bashiru,ng NGA,MF,Lazio,23-196,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,7,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.12,0.08,0.12,Matches,Serie A
Ali Dembélé,fr FRA,DF,Torino,20-228,2004,1,0,3,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Michele Di Gregorio,it ITA,GK,Juventus,27-024,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Giovanni Di Lorenzo,it ITA,DF,Napoli,31-016,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,9,6,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.00,0.19,Matches,Serie A
Federico Dimarco,it ITA,DF,Inter,26-284,1997,1,1,74,0.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0,3,5,0.00,0.00,0.00,0.00,0.00,0.32,0.16,0.48,0.32,0.48,Matches,Serie A
Berat Djimsiti,al ALB,DF,Atalanta,31-183,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Dodô,br BRA,DF,Fiorentina,25-277,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,5,5,7,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches,Serie A
Patrick Dorgu,dk DEN,FW,Lecce,19-299,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,3,1,5,0.00,0.00,0.00,0.00,0.00,0.24,0.03,0.27,0.24,0.27,Matches,Serie A
Artem Dovbyk,ua UKR,FW,Roma,27-060,1997,1,1,89,1.0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,0,2,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.41,0.41,0.41,Matches,Serie A
Ondrej Duda,sk SVK,MF,Hellas Verona,29-259,1994,1,1,90,1.0,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,0,7,1,0.00,1.00,1.00,0.00,1.00,0.00,0.42,0.42,0.00,0.42,Matches,Serie A
Denzel Dumfries,nl NED,DF,Inter,28-124,1996,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches,Serie A
Alfred Duncan,gh GHA,MF,Venezia,31-163,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,Serie A
Paulo Dybala,ar ARG,FW,Roma,30-279,1993,1,0,22,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0,1,3,0.00,0.00,0.00,0.00,0.00,0.23,1.35,1.58,0.23,1.58,Matches,Serie A
Éderson,br BRA,MF,Atalanta,25-044,1999,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,Serie A
Kingsley Ehizibue,nl NED,DF,Udinese,29-087,1995,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Jeff Ekhator,it ITA,FW,Genoa,17-283,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Jurgen Ekkelenkamp,nl NED,MF,Udinese,24-137,2000,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Emmanuel Ekong,se SWE,FW,Empoli,22-056,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Mikael Ellertsson,is ISL,MF,Venezia,22-162,2002,1,1,69,0.8,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,2,1,2,0.00,1.30,1.30,0.00,1.30,0.04,0.25,0.28,0.04,0.28,Matches,Serie A
Yannik Engelhardt,de GER,MF,Como,23-195,2001,1,0,69,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Martin Erlic,hr CRO,DF,Bologna,26-209,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Sebastiano Esposito,it ITA,FW,Empoli,22-049,2002,1,1,68,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,2,1,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25,Matches,Serie A
Nahuel Estévez,ar ARG,MF,Parma,28-280,1995,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches,Serie A
Giovanni Fabbian,it ITA,MF,Bologna,21-219,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,2,2,0.00,0.00,0.00,0.00,0.00,0.12,0.10,0.22,0.12,0.22,Matches,Serie A
Nicolò Fagioli,it ITA,MF,Juventus,23-190,2001,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Wladimiro Falcone,it ITA,GK,Lecce,29-130,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Jacopo Fazzini,it ITA,MF,Empoli,21-157,2003,1,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,8,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches,Serie A
Davide Frattesi,it ITA,MF,Inter,24-303,1999,1,0,25,0.3,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.5,1,2,0,0.00,3.60,3.60,0.00,3.60,0.21,1.70,1.91,0.21,1.91,Matches,Serie A
Morten Frendrup,dk DEN,MF,Genoa,23-135,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,Serie A
Martin Frese,dk DEN,DF,Hellas Verona,26-229,1998,1,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Remo Freuler,ch SUI,MF,Bologna,32-127,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,Matches,Serie A
Alessandro Gabrielloni,it ITA,FW,Como,30-041,1994,1,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,0,1,0.00,0.00,0.00,0.00,0.00,0.06,0.12,0.17,0.06,0.17,Matches,Serie A
Roberto Gagliardini,it ITA,MF,Monza,30-135,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.34,0.00,0.34,Matches,Serie A
Antonino Gallo,it ITA,DF,Lecce,24-228,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.5,2,3,4,0.00,0.00,0.00,0.00,0.00,0.04,0.42,0.46,0.04,0.46,Matches,Serie A
Gaspar,ao ANG,DF,Lecce,26-328,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,Serie A
Federico Gatti,it ITA,DF,Juventus,26-057,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,Serie A
Valentin Gendrey,fr FRA,DF,Lecce,24-060,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,3,3,3,0.00,0.00,0.00,0.00,0.00,0.16,0.06,0.22,0.16,0.22,Matches,Serie A
Lautaro Gianetti,ar ARG,DF,Udinese,30-281,1993,1,1,90,1.0,1,0,1,1,0,0,1,0,0.1,0.0,0.0,0.0,0,3,0,1.00,0.00,1.00,1.00,1.00,0.07,0.00,0.07,0.00,0.00,Matches,Serie A
Ben Godfrey,eng ENG,DF,Atalanta,26-218,1998,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Edoardo Goldaniga,it ITA,DF,Como,30-292,1993,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Pierluigi Gollini,it ITA,GK,Genoa,29-155,1995,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Mattéo Guendouzi,fr FRA,MF,Lazio,25-128,1999,1,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Emmanuel Gyasi,gh GHA,"DF,MF",Empoli,30-222,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,Serie A
Christian Gytkjær,dk DEN,FW,Venezia,34-106,1990,1,1,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches,Serie A
Nicolas Haas,ch SUI,MF,Empoli,28-210,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Antoine Hainaut,fr FRA,FW,Parma,22-184,2002,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Ridgeciano Haps,sr SUR,DF,Venezia,31-069,1993,1,0,38,0.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,1,2,0.00,0.00,0.00,0.00,0.00,0.77,0.00,0.77,0.77,0.77,Matches,Serie A
Abdou Harroui,nl NED,FW,Hellas Verona,26-220,1998,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Liam Henderson,sct SCO,MF,Empoli,28-117,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,9,2,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,0.01,0.11,Matches,Serie A
Theo Hernández,fr FRA,DF,Milan,26-319,1997,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,6,3,0.00,0.00,0.00,0.00,0.00,0.13,0.20,0.33,0.13,0.33,Matches,Serie A
Isak Hien,se SWE,DF,Atalanta,25-220,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Jonathan Ikone,fr FRA,MF,Fiorentina,26-110,1998,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,Serie A
Ivan Ilić,rs SRB,MF,Torino,23-156,2001,1,1,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,3,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches,Serie A
Gustav Isaksen,dk DEN,FW,Lazio,23-123,2001,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Ardian Ismajli,al ALB,DF,Empoli,27-325,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,Serie A
Armando Izzo,it ITA,DF,Monza,32-171,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,Serie A
Juan Jesus,br BRA,DF,Napoli,33-071,1991,1,1,78,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,7,2,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,Serie A
Jesse Joronen,fi FIN,GK,Venezia,31-152,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Luka Jović,rs SRB,FW,Milan,26-241,1997,1,1,59,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,2,5,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches,Serie A
Hassane Kamara,ci CIV,DF,Udinese,30-168,1994,1,1,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Yann Karamoh,fr FRA,FW,Torino,26-043,1998,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Jesper Karlström,se SWE,MF,Udinese,29-060,1995,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Grigoris Kastanos,cy CYP,FW,Hellas Verona,26-203,1998,1,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,3,2,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Matches,Serie A
Michael Kayode,it ITA,DF,Fiorentina,20-041,2004,1,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,1,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.52,0.52,0.52,Matches,Serie A
Moise Kean,it ITA,"FW,MF",Fiorentina,24-174,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,2,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches,Serie A
Magnus Kofod Andersen,dk DEN,MF,Venezia,25-102,1999,1,1,85,0.9,1,0,1,1,0,0,0,0,0.0,0.0,0.1,0.1,1,3,1,1.06,0.00,1.06,1.06,1.06,0.05,0.05,0.10,0.05,0.10,Matches,Serie A
Christian Kouamé,ci CIV,MF,Fiorentina,26-258,1997,1,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,Matches,Serie A
Nikola Krstović,me MNE,FW,Lecce,24-137,2000,1,1,68,0.8,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,2,1,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.49,0.49,0.49,Matches,Serie A
Khvicha Kvaratskhelia,ge GEO,MF,Napoli,23-190,2001,1,1,44,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,0,2,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.30,Matches,Serie A
Giorgos Kyriakopoulos,gr GRE,DF,Monza,28-197,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches,Serie A
Gianluca Lapadula,pe PER,FW,Cagliari,34-195,1990,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Valentino Lazaro,at AUT,DF,Torino,28-149,1996,1,1,87,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.8,0.8,2,3,0,0.00,1.03,1.03,0.00,1.03,0.00,0.81,0.81,0.00,0.81,Matches,Serie A
Darko Lazović,rs SRB,MF,Hellas Verona,33-340,1990,1,1,90,1.0,0,2,2,0,0,0,0,0,0.2,0.2,1.1,1.3,1,3,3,0.00,2.00,2.00,0.00,2.00,0.19,1.07,1.26,0.19,1.26,Matches,Serie A
Manuel Lazzari,it ITA,DF,Lazio,30-265,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Enzo Le Fée,fr FRA,MF,Roma,24-199,2000,1,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches,Serie A
Rafael Leão,pt POR,FW,Milan,25-071,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.9,0.9,0.3,1.2,6,9,16,0.00,0.00,0.00,0.00,0.00,0.95,0.25,1.20,0.95,1.20,Matches,Serie A
Nunzio Lella,it ITA,MF,Venezia,24-023,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Karol Linetty,pl POL,MF,Torino,29-200,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,Serie A
Dailon Livramento,cv CPV,FW,Hellas Verona,23-108,2001,1,1,73,0.8,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,1,0,2,1.23,0.00,1.23,1.23,1.23,0.45,0.00,0.45,0.45,0.45,Matches,Serie A
Stanislav Lobotka,sk SVK,MF,Napoli,29-269,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,4,1,0.00,0.00,0.00,0.00,0.00,0.16,0.03,0.19,0.16,0.19,Matches,Serie A
Manuel Locatelli,it ITA,MF,Juventus,26-225,1998,1,1,78,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Ruben Loftus-Cheek,eng ENG,MF,Milan,28-210,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,3,11,2,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.38,0.00,0.38,Matches,Serie A
Sandi Lovrić,si SVN,MF,Udinese,26-145,1998,1,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Lorenzo Lucca,it ITA,FW,Udinese,23-345,2000,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Douglas Luiz,br BRA,MF,Juventus,26-103,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches,Serie A
Sebastiano Luperto,it ITA,DF,Cagliari,27-349,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches,Serie A
Zito Luvumbo,ao ANG,FW,Cagliari,22-164,2002,1,1,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,0,5,0.00,0.00,0.00,0.00,0.00,0.08,0.18,0.26,0.08,0.26,Matches,Serie A
Charalambos Lykogiannis,gr GRE,DF,Bologna,30-303,1993,1,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Giangiacomo Magnani,it ITA,DF,Hellas Verona,28-321,1995,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches,Serie A
Mike Maignan,fr FRA,GK,Milan,29-048,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Daniel Maldini,it ITA,MF,Monza,22-314,2001,1,1,61,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,Serie A
Youssef Maleh,ma MAR,MF,Empoli,25-364,1998,1,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,Serie A
Ruslan Malinovskyi,ua UKR,MF,Genoa,31-108,1993,1,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,Serie A
Dennis Man,ro ROU,FW,Parma,25-360,1998,1,1,64,0.7,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.5,0,2,4,1.41,0.00,1.41,1.41,1.41,0.26,0.47,0.72,0.26,0.72,Matches,Serie A
Gianluca Mancini,it ITA,DF,Roma,28-125,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,Serie A
Rolando Mandragora,it ITA,MF,Fiorentina,27-052,1997,1,1,72,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,3,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches,Serie A
Filip Marchwiński,pl POL,MF,Lecce,22-223,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
Pablo Marí,es ESP,DF,Monza,30-355,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Serie A
